,data_id,phafile,backgrnd,rmffile,arffile,modelxcm,binminsig,binmaxbin,fitemin,fitemax,plotxmin,plotxmax,plotymin,plotymax,ploty2min,ploty2max,grp_pha,OBSID,DATEOBS,DATEEND,EXPOSURE,MJD_DATEOBS,MJD_DATEEND,OBJECT,TELESCOP,INSTRUME,MJDOBS,TSTART,TSTOP,fxcm_fit,title,chisquare,reduced_chisquare,dof,probability,rate_0p2to2p0keV,rate_0p2to2p0keV_err,flux_0p2to2p0keV,flux_0p2to2p0keV_err_min,flux_0p2to2p0keV_err_max,par_2,par_2_err_min,par_2_err_max,par_3,par_3_err_min,par_3_err_max
27,1020130132,nispec/psrb0656p14/pha/1020130132/ni1020130132_o1u20cut_clscr_gtisel.pha,nispec/psrb0656p14/pha/1020130132/ni1020130132_o1u20cut_BGMod_3C50.pha,/Users/enoto/work/niresp/nicer_v1.02.rmf,/Users/enoto/work/niresp/ni_xrcall_onaxis_v1.02_wo_detid14_34.arf,nispec/psrb0656p14/input/run_nixspec_multi_observations_bb.xcm,5,50,0.2,2.0,0.2,2.0,0.01,100,-10.0,10.0,nispec/psrb0656p14/fit/1020130132/ni1020130132_o1u20cut_clscr_gtisel_s5n50.pha,1020130132,2018-01-27T13:59:37,2018-01-27T14:13:06,718.0,58145.58306712963,58145.59243055555,PSR_B0656+14,NICER,XTI,58145.58487481481,128527266.0,128527984.0,nispec/psrb0656p14/fit/1020130132/ni1020130132_o1u20cut_clscr_gtisel_s5n50_fit.xcm,PSR_B0656+14 NICER/XTI 1020130132 2018-01-27T13:59:37 (718.0 s),170.49,3.0444,56,1.706166e-13,9.49,0.1223,1.099e-11,1.6000000000000093e-13,1.2999999999999884e-13,0.0879938,,,22289.5,,
28,1020130133,nispec/psrb0656p14/pha/1020130133/ni1020130133_o1u20cut_clscr_gtisel.pha,nispec/psrb0656p14/pha/1020130133/ni1020130133_o1u20cut_BGMod_3C50.pha,/Users/enoto/work/niresp/nicer_v1.02.rmf,/Users/enoto/work/niresp/ni_xrcall_onaxis_v1.02_wo_detid14_34.arf,nispec/psrb0656p14/input/run_nixspec_multi_observations_bb.xcm,5,50,0.2,2.0,0.2,2.0,0.01,100,-10.0,10.0,nispec/psrb0656p14/fit/1020130133/ni1020130133_o1u20cut_clscr_gtisel_s5n50.pha,1020130133,2018-01-28T02:20:58,2018-01-28T14:56:52,2780.0,58146.09789351852,58146.622824074075,PSR_B0656+14,NICER,XTI,58146.1004187963,128571809.0,128617012.0,nispec/psrb0656p14/fit/1020130133/ni1020130133_o1u20cut_clscr_gtisel_s5n50_fit.xcm,PSR_B0656+14 NICER/XTI 1020130133 2018-01-28T02:20:58 (2780.0 s),448.49,5.9799,75,1.370171e-54,9.621,0.06272,1.1279e-11,6.900000000000061e-14,6.099999999999984e-14,0.0867612,,,24419.8,,
29,1020130134,nispec/psrb0656p14/pha/1020130134/ni1020130134_o1u20cut_clscr_gtisel.pha,nispec/psrb0656p14/pha/1020130134/ni1020130134_o1u20cut_BGMod_3C50.pha,/Users/enoto/work/niresp/nicer_v1.02.rmf,/Users/enoto/work/niresp/ni_xrcall_onaxis_v1.02_wo_detid14_34.arf,nispec/psrb0656p14/input/run_nixspec_multi_observations_bb.xcm,5,50,0.2,2.0,0.2,2.0,0.01,100,-10.0,10.0,nispec/psrb0656p14/fit/1020130134/ni1020130134_o1u20cut_clscr_gtisel_s5n50.pha,1020130134,2018-01-30T16:10:05,2018-01-30T21:00:05,746.0,58148.67366898148,58148.87505787037,PSR_B0656+14,NICER,XTI,58148.86701601851,128810843.0,128811589.0,nispec/psrb0656p14/fit/1020130134/ni1020130134_o1u20cut_clscr_gtisel_s5n50_fit.xcm,PSR_B0656+14 NICER/XTI 1020130134 2018-01-30T16:10:05 (746.0 s),329.43,4.8445,68,5.964918e-36,10.35,0.1196,1.1626e-11,1.3600000000000023e-13,1.3399999999999923e-13,0.086207,,,25930.6,,
30,1020130135,nispec/psrb0656p14/pha/1020130135/ni1020130135_o1u20cut_clscr_gtisel.pha,nispec/psrb0656p14/pha/1020130135/ni1020130135_o1u20cut_BGMod_3C50.pha,/Users/enoto/work/niresp/nicer_v1.02.rmf,/Users/enoto/work/niresp/ni_xrcall_onaxis_v1.02_wo_detid14_34.arf,nispec/psrb0656p14/input/run_nixspec_multi_observations_bb.xcm,5,50,0.2,2.0,0.2,2.0,0.01,100,-10.0,10.0,nispec/psrb0656p14/fit/1020130135/ni1020130135_o1u20cut_clscr_gtisel_s5n50.pha,1020130135,2018-01-30T23:52:00,2018-01-31T20:10:11,4558.0,58148.99444444444,58149.84040509259,PSR_B0656+14,NICER,XTI,58148.99702759259,128822076.0,128895011.0,nispec/psrb0656p14/fit/1020130135/ni1020130135_o1u20cut_clscr_gtisel_s5n50_fit.xcm,PSR_B0656+14 NICER/XTI 1020130135 2018-01-30T23:52:00 (4558.0 s),919.23,9.7791,94,1.46773e-135,10.06,0.04889,1.1507e-11,4.6999999999999295e-14,6.300000000000084e-14,0.0874066,,,24071.8,,
31,1020130136,nispec/psrb0656p14/pha/1020130136/ni1020130136_o1u20cut_clscr_gtisel.pha,nispec/psrb0656p14/pha/1020130136/ni1020130136_o1u20cut_BGMod_3C50.pha,/Users/enoto/work/niresp/nicer_v1.02.rmf,/Users/enoto/work/niresp/ni_xrcall_onaxis_v1.02_wo_detid14_34.arf,nispec/psrb0656p14/input/run_nixspec_multi_observations_bb.xcm,5,50,0.2,2.0,0.2,2.0,0.01,100,-10.0,10.0,nispec/psrb0656p14/fit/1020130136/ni1020130136_o1u20cut_clscr_gtisel_s5n50.pha,1020130136,2018-02-01T00:29:00,2018-02-01T16:10:45,1983.0,58150.02013888889,58150.67413194444,PSR_B0656+14,NICER,XTI,58150.02734009259,128911095.0,128967045.0,nispec/psrb0656p14/fit/1020130136/ni1020130136_o1u20cut_clscr_gtisel_s5n50_fit.xcm,PSR_B0656+14 NICER/XTI 1020130136 2018-02-01T00:29:00 (1983.0 s),416.71,5.2089,80,5.308671e-47,9.957,0.07345,1.1363e-11,9.29999999999997e-14,9.700000000000009e-14,0.0876694,,,23443.2,,
32,1020130137,nispec/psrb0656p14/pha/1020130137/ni1020130137_o1u20cut_clscr_gtisel.pha,nispec/psrb0656p14/pha/1020130137/ni1020130137_o1u20cut_BGMod_3C50.pha,/Users/enoto/work/niresp/nicer_v1.02.rmf,/Users/enoto/work/niresp/ni_xrcall_onaxis_v1.02_wo_detid14_34.arf,nispec/psrb0656p14/input/run_nixspec_multi_observations_bb.xcm,5,50,0.2,2.0,0.2,2.0,0.01,100,-10.0,10.0,nispec/psrb0656p14/fit/1020130137/ni1020130137_o1u20cut_clscr_gtisel_s5n50.pha,1020130137,2018-02-02T16:41:39,2018-02-02T19:56:02,735.0,58151.69559027778,58151.8305787037,PSR_B0656+14,NICER,XTI,58151.69852064815,129055485.0,129066962.0,nispec/psrb0656p14/fit/1020130137/ni1020130137_o1u20cut_clscr_gtisel_s5n50_fit.xcm,PSR_B0656+14 NICER/XTI 1020130137 2018-02-02T16:41:39 (735.0 s),181.58,3.0264,60,3.717315e-14,9.852,0.121,1.1343e-11,1.5299999999999905e-13,1.5700000000000105e-13,0.0866558,,,24695.7,,
33,1020130138,nispec/psrb0656p14/pha/1020130138/ni1020130138_o1u20cut_clscr_gtisel.pha,nispec/psrb0656p14/pha/1020130138/ni1020130138_o1u20cut_BGMod_3C50.pha,/Users/enoto/work/niresp/nicer_v1.02.rmf,/Users/enoto/work/niresp/ni_xrcall_onaxis_v1.02_wo_detid14_34.arf,nispec/psrb0656p14/input/run_nixspec_multi_observations_bb.xcm,5,50,0.2,2.0,0.2,2.0,0.01,100,-10.0,10.0,nispec/psrb0656p14/fit/1020130138/ni1020130138_o1u20cut_clscr_gtisel_s5n50.pha,1020130138,2018-03-16T20:42:11,2018-03-16T20:58:40,670.0,58193.86262731482,58193.874074074076,PSR_B0656+14,NICER,XTI,58193.86691185185,132698834.0,132699504.0,nispec/psrb0656p14/fit/1020130138/ni1020130138_o1u20cut_clscr_gtisel_s5n50_fit.xcm,PSR_B0656+14 NICER/XTI 1020130138 2018-03-16T20:42:11 (670.0 s),174.06,3.0537,57,8.862736e-14,9.823,0.1269,1.1265e-11,1.849999999999989e-13,1.4499999999999989e-13,0.0879876,,,22854.8,,
34,1020130139,nispec/psrb0656p14/pha/1020130139/ni1020130139_o1u20cut_clscr_gtisel.pha,nispec/psrb0656p14/pha/1020130139/ni1020130139_o1u20cut_BGMod_3C50.pha,/Users/enoto/work/niresp/nicer_v1.02.rmf,/Users/enoto/work/niresp/ni_xrcall_onaxis_v1.02_wo_detid14_34.arf,nispec/psrb0656p14/input/run_nixspec_multi_observations_bb.xcm,5,50,0.2,2.0,0.2,2.0,0.01,100,-10.0,10.0,nispec/psrb0656p14/fit/1020130139/ni1020130139_o1u20cut_clscr_gtisel_s5n50.pha,1020130139,2018-03-17T02:31:00,2018-03-17T21:41:00,11510.0,58194.10486111111,58194.90347222222,PSR_B0656+14,NICER,XTI,58194.110685,132719896.0,132788385.0,nispec/psrb0656p14/fit/1020130139/ni1020130139_o1u20cut_clscr_gtisel_s5n50_fit.xcm,PSR_B0656+14 NICER/XTI 1020130139 2018-03-17T02:31:00 (11510.0 s),1756.01,16.2594,108,1.224361e-295,9.941,0.03059,1.1433e-11,3.299999999999875e-14,3.700000000000075e-14,0.0879491,,,23242.8,,
35,1020130140,nispec/psrb0656p14/pha/1020130140/ni1020130140_o1u20cut_clscr_gtisel.pha,nispec/psrb0656p14/pha/1020130140/ni1020130140_o1u20cut_BGMod_3C50.pha,/Users/enoto/work/niresp/nicer_v1.02.rmf,/Users/enoto/work/niresp/ni_xrcall_onaxis_v1.02_wo_detid14_34.arf,nispec/psrb0656p14/input/run_nixspec_multi_observations_bb.xcm,5,50,0.2,2.0,0.2,2.0,0.01,100,-10.0,10.0,nispec/psrb0656p14/fit/1020130140/ni1020130140_o1u20cut_clscr_gtisel_s5n50.pha,1020130140,2018-03-18T00:24:40,2018-03-18T23:36:29,9046.0,58195.01712962963,58195.983668981484,PSR_B0656+14,NICER,XTI,58195.02096277778,132798544.0,132881425.0,nispec/psrb0656p14/fit/1020130140/ni1020130140_o1u20cut_clscr_gtisel_s5n50_fit.xcm,PSR_B0656+14 NICER/XTI 1020130140 2018-03-18T00:24:40 (9046.0 s),1468.84,15.1427,97,8.988716e-244,9.798,0.03454,1.1396e-11,4.600000000000041e-14,4.399999999999941e-14,0.0872231,,,24072.1,,
36,1020130141,nispec/psrb0656p14/pha/1020130141/ni1020130141_o1u20cut_clscr_gtisel.pha,nispec/psrb0656p14/pha/1020130141/ni1020130141_o1u20cut_BGMod_3C50.pha,/Users/enoto/work/niresp/nicer_v1.02.rmf,/Users/enoto/work/niresp/ni_xrcall_onaxis_v1.02_wo_detid14_34.arf,nispec/psrb0656p14/input/run_nixspec_multi_observations_bb.xcm,5,50,0.2,2.0,0.2,2.0,0.01,100,-10.0,10.0,nispec/psrb0656p14/fit/1020130141/ni1020130141_o1u20cut_clscr_gtisel_s5n50.pha,1020130141,2018-03-19T00:56:53,2018-03-19T22:46:00,3422.0,58196.039502314816,58196.94861111111,PSR_B0656+14,NICER,XTI,58196.04221277778,132886780.0,132964643.0,nispec/psrb0656p14/fit/1020130141/ni1020130141_o1u20cut_clscr_gtisel_s5n50_fit.xcm,PSR_B0656+14 NICER/XTI 1020130141 2018-03-19T00:56:53 (3422.0 s),899.64,11.837,76,5.08289e-141,9.539,0.05636,1.1152e-11,7.199999999999889e-14,6.800000000000011e-14,0.0881919,,,22385.4,,
37,1020130142,nispec/psrb0656p14/pha/1020130142/ni1020130142_o1u20cut_clscr_gtisel.pha,nispec/psrb0656p14/pha/1020130142/ni1020130142_o1u20cut_BGMod_3C50.pha,/Users/enoto/work/niresp/nicer_v1.02.rmf,/Users/enoto/work/niresp/ni_xrcall_onaxis_v1.02_wo_detid14_34.arf,nispec/psrb0656p14/input/run_nixspec_multi_observations_bb.xcm,5,50,0.2,2.0,0.2,2.0,0.01,100,-10.0,10.0,nispec/psrb0656p14/fit/1020130142/ni1020130142_o1u20cut_clscr_gtisel_s5n50.pha,1020130142,2018-03-20T00:14:00,2018-03-20T21:53:19,3105.0,58197.009722222225,58197.91202546296,PSR_B0656+14,NICER,XTI,58197.01283777778,132970642.0,133038579.0,nispec/psrb0656p14/fit/1020130142/ni1020130142_o1u20cut_clscr_gtisel_s5n50_fit.xcm,PSR_B0656+14 NICER/XTI 1020130142 2018-03-20T00:14:00 (3105.0 s),440.86,5.1865,85,1.862409e-49,9.9,0.05866,1.1439e-11,6.8999999999999e-14,7.1e-14,0.0873927,,,23946.7,,
38,1020130143,nispec/psrb0656p14/pha/1020130143/ni1020130143_o1u20cut_clscr_gtisel.pha,nispec/psrb0656p14/pha/1020130143/ni1020130143_o1u20cut_BGMod_3C50.pha,/Users/enoto/work/niresp/nicer_v1.02.rmf,/Users/enoto/work/niresp/ni_xrcall_onaxis_v1.02_wo_detid14_34.arf,nispec/psrb0656p14/input/run_nixspec_multi_observations_bb.xcm,5,50,0.2,2.0,0.2,2.0,0.01,100,-10.0,10.0,nispec/psrb0656p14/fit/1020130143/ni1020130143_o1u20cut_clscr_gtisel_s5n50.pha,1020130143,2018-03-23T20:42:00,2018-03-23T21:00:00,196.0,58200.8625,58200.875,PSR_B0656+14,NICER,XTI,58200.87350907407,133304204.0,133304400.0,nispec/psrb0656p14/fit/1020130143/ni1020130143_o1u20cut_clscr_gtisel_s5n50_fit.xcm,PSR_B0656+14 NICER/XTI 1020130143 2018-03-23T20:42:00 (196.0 s),131.35,3.8633,34,2.258285e-13,9.023,0.2365,1.0377e-11,3.270000000000005e-13,2.329999999999987e-13,0.0870272,,,22150.6,,
39,1020130144,nispec/psrb0656p14/pha/1020130144/ni1020130144_o1u20cut_clscr_gtisel.pha,nispec/psrb0656p14/pha/1020130144/ni1020130144_o1u20cut_BGMod_3C50.pha,/Users/enoto/work/niresp/nicer_v1.02.rmf,/Users/enoto/work/niresp/ni_xrcall_onaxis_v1.02_wo_detid14_34.arf,nispec/psrb0656p14/input/run_nixspec_multi_observations_bb.xcm,5,50,0.2,2.0,0.2,2.0,0.01,100,-10.0,10.0,nispec/psrb0656p14/fit/1020130144/ni1020130144_o1u20cut_clscr_gtisel_s5n50.pha,1020130144,2018-03-24T01:43:20,2018-03-24T04:56:45,1058.0,58201.07175925926,58201.20607638889,PSR_B0656+14,NICER,XTI,58201.07398361111,133321525.0,133333005.0,nispec/psrb0656p14/fit/1020130144/ni1020130144_o1u20cut_clscr_gtisel_s5n50_fit.xcm,PSR_B0656+14 NICER/XTI 1020130144 2018-03-24T01:43:20 (1058.0 s),225.17,3.4117,66,2.982389e-19,9.585,0.1001,1.1057e-11,1.2700000000000057e-13,1.1300000000000002e-13,0.0874921,,,23027.2,,
40,1020130146,nispec/psrb0656p14/pha/1020130146/ni1020130146_o1u20cut_clscr_gtisel.pha,nispec/psrb0656p14/pha/1020130146/ni1020130146_o1u20cut_BGMod_3C50.pha,/Users/enoto/work/niresp/nicer_v1.02.rmf,/Users/enoto/work/niresp/ni_xrcall_onaxis_v1.02_wo_detid14_34.arf,nispec/psrb0656p14/input/run_nixspec_multi_observations_bb.xcm,5,50,0.2,2.0,0.2,2.0,0.01,100,-10.0,10.0,nispec/psrb0656p14/fit/1020130146/ni1020130146_o1u20cut_clscr_gtisel_s5n50.pha,1020130146,2018-05-05T01:49:32,2018-05-05T20:59:00,62.0,58243.07606481481,58243.87430555555,PSR_B0656+14,NICER,XTI,58243.16696972222,136958359.0,136958421.0,nispec/psrb0656p14/fit/1020130146/ni1020130146_o1u20cut_clscr_gtisel_s5n50_fit.xcm,PSR_B0656+14 NICER/XTI 1020130146 2018-05-05T01:49:32 (62.0 s),43.52,2.901,15,0.0001305925,8.747,0.4339,1.0888e-11,6.979999999999988e-13,3.319999999999998e-13,0.0853624,,,25418.4,,
