MJDcenter,crab_intensity_2-20keV,crab_intensity_2-20keV_err
55609.5,0.349887,0.013425
55610.5,0.405314,0.012479
55611.5,0.252521,0.010664
55612.5,0.254825,0.0106
55613.5,0.212558,0.010546999999999999
55614.5,0.188283,0.009723
55615.5,0.162635,0.00965
55616.5,0.102031,0.009431
55617.5,0.178886,0.010064
55618.5,0.226714,0.011318
55619.5,0.03254,0.017700999999999998
55620.5,0.059416,0.017891999999999998
55621.5,0.117626,0.019972999999999998
55622.5,0.074621,0.019062
55623.5,0.069658,0.016850999999999998
55624.5,0.09143,0.01525
55625.5,0.075336,0.013461
55626.5,0.076162,0.010804000000000001
55627.5,0.066002,0.009283
55628.5,0.022655,0.007575
55629.5,0.033048,0.007798
55630.5,0.03027,0.00797
55631.5,0.031347,0.008381
55632.5,0.022764,0.008516
55633.5,-0.0007160000000000001,0.00818
55634.5,0.059566999999999995,0.009082999999999999
55635.5,0.076977,0.010142
55636.5,0.183322,0.012545
55637.5,0.119252,0.011617
55638.5,0.13903900000000002,0.013279
55639.5,0.186587,0.017294999999999998
55640.5,0.181543,0.017537999999999998
55641.5,0.17439100000000002,0.016747
55642.5,0.139442,0.018611000000000003
55643.5,0.133459,0.016204
55644.5,0.097484,0.016619
55645.5,0.100409,0.021512
