55054.500000 -0.005393 0.011553 -0.005489 0.004819 0.007228 0.005343 -0.009690 0.007206
55055.500000 0.009185 0.009865 0.003246 0.004529 0.006698 0.004414 -0.002797 0.006171
55056.500000 0.032594 0.010531 0.005729 0.005198 0.005062 0.004461 0.018566 0.006757
55057.500000 0.005151 0.011517 0.010051 0.005381 -0.001552 0.004856 -0.000183 0.007533
55058.500000 -0.016365 0.012206 -0.002046 0.005467 -0.001150 0.005176 -0.011902 0.008031
55059.500000 -0.001642 0.013534 -0.005327 0.005407 0.004279 0.005742 -0.003883 0.009089
55060.500000 0.040348 0.014435 0.007893 0.005527 0.011735 0.005644 0.016643 0.010230
55061.500000 0.008796 0.018454 0.012685 0.006262 0.011229 0.007526 -0.014261 0.013053
55062.500000 -0.014255 0.048803 -0.023317 0.017899 -0.020007 0.021101 0.029948 0.033219
55063.500000 0.056675 0.019200 0.009470 0.008075 0.005750 0.007965 0.036796 0.012509
55064.500000 0.090118 0.017224 0.010144 0.006412 0.028291 0.006961 0.038646 0.011604
55065.500000 0.159478 0.017749 0.014957 0.006426 0.035701 0.007160 0.086005 0.012152
55066.500000 0.032096 0.015340 0.005589 0.005640 0.007104 0.006325 0.017091 0.010492
55067.500000 0.035872 0.014902 -0.004374 0.005234 0.012507 0.006095 0.020472 0.010384
55068.500000 0.025030 0.014941 0.009773 0.005345 0.007618 0.006034 0.005107 0.010544
55069.500000 0.037296 0.015816 0.002777 0.005819 0.005442 0.006687 0.024827 0.010953
55070.500000 0.005672 0.014562 0.001855 0.005389 0.003949 0.005974 0.000105 0.010293
55073.500000 -0.196804 0.025580 -0.041270 0.011856 -0.087793 0.012091 -0.041185 0.015790
55074.500000 -0.015659 0.013864 -0.000067 0.004929 -0.006988 0.005576 -0.004810 0.009848
55075.500000 0.018086 0.012021 0.008298 0.004490 -0.002534 0.004829 0.013561 0.008526
55076.500000 -0.011773 0.012226 0.000716 0.004308 -0.003345 0.004884 -0.007833 0.008690
55077.500000 -0.012090 0.012917 -0.004376 0.004476 -0.008127 0.005074 0.001079 0.009209
55078.500000 -0.031193 0.013573 0.000446 0.004561 -0.004617 0.005469 -0.020601 0.009510
55079.500000 0.109468 0.014356 0.011023 0.004974 0.023008 0.005725 0.061544 0.009960
55080.500000 0.663501 0.038117 0.060681 0.013093 0.122401 0.014084 0.389537 0.027031
55081.500000 -0.007913 0.026241 -0.013201 0.006549 0.002340 0.010529 -0.000249 0.019154
55082.500000 0.030407 0.012104 0.011758 0.004964 0.006144 0.004996 0.012429 0.008230
55083.500000 0.022006 0.018153 0.000053 0.006840 0.004106 0.007667 0.015587 0.012926
55084.500000 -0.024881 0.011753 -0.008648 0.004839 -0.009836 0.005163 -0.005736 0.008050
55085.500000 -0.014322 0.008514 -0.001016 0.003545 -0.003770 0.003766 -0.008403 0.005785
55086.500000 0.021099 0.008577 0.002990 0.003363 0.010130 0.003813 0.004833 0.005863
55087.500000 -0.014482 0.008252 0.001615 0.003485 -0.007405 0.003580 -0.005187 0.005646
55088.500000 -0.016879 0.008708 -0.000116 0.003535 -0.004590 0.003741 -0.009180 0.006025
55089.500000 -0.015219 0.008307 0.001730 0.003494 -0.008364 0.003529 -0.004686 0.005734
55090.500000 -0.006065 0.008430 -0.001877 0.003311 -0.000090 0.003706 -0.004576 0.005753
55091.500000 -0.005465 0.008177 0.001424 0.003320 0.001051 0.003542 -0.007087 0.005607
55092.500000 0.004839 0.008485 -0.002108 0.003297 -0.001766 0.003633 0.007981 0.005922
55093.500000 0.015598 0.008004 0.006330 0.003241 0.002758 0.003524 0.006619 0.005467
55094.500000 0.013239 0.008038 0.003628 0.003304 0.008057 0.003519 -0.001168 0.005498
55095.500000 0.007831 0.008262 0.006938 0.003464 -0.001611 0.003582 0.003669 0.005675
55096.500000 0.013299 0.038884 0.001818 0.016385 0.010050 0.017958 -0.003258 0.025438
55097.500000 0.029884 0.034724 0.000301 0.014482 0.001393 0.014808 0.025834 0.024218
55098.500000 0.011330 0.013714 0.000277 0.006473 -0.003840 0.005977 0.013855 0.008798
55099.500000 0.028486 0.012874 0.006130 0.006169 0.005400 0.005621 0.015194 0.008256
55100.500000 0.015156 0.012096 -0.000989 0.005461 0.005722 0.005471 0.005989 0.007649
55101.500000 0.019846 0.011693 -0.003309 0.005117 0.011933 0.005358 0.005218 0.007391
55102.500000 0.003525 0.012505 -0.000158 0.005525 0.000712 0.005647 0.001712 0.007999
55103.500000 -0.003096 0.010953 0.004913 0.005136 0.002884 0.005124 -0.009625 0.006720
55104.500000 0.016732 0.011288 0.000005 0.004886 0.009898 0.005224 0.002681 0.007115
55105.500000 0.021616 0.016762 0.012890 0.007756 0.003667 0.007469 0.005682 0.010679
55106.500000 -0.018638 0.018942 0.006403 0.008207 0.003054 0.009055 -0.025355 0.011421
55107.500000 0.014319 0.015421 0.020405 0.007692 -0.001250 0.007036 0.001805 0.009580
55108.500000 -0.031699 0.017576 -0.009907 0.008699 -0.015659 0.007936 -0.003904 0.011279
55109.500000 0.007054 0.012978 0.005881 0.006358 0.004576 0.006188 -0.002333 0.007985
55110.500000 -0.011353 0.014288 0.009624 0.007280 -0.006451 0.006524 -0.007840 0.008983
55111.500000 0.008856 0.014296 0.013661 0.007384 -0.004603 0.006285 0.004674 0.009159
55112.500000 -0.023934 0.016504 0.002610 0.007564 -0.013225 0.007191 -0.006988 0.010885
55113.500000 -0.030567 0.033986 -0.007398 0.014893 -0.019041 0.014376 -0.000130 0.022461
55114.500000 0.064024 0.050829 -0.003873 0.015411 0.015194 0.022534 0.040247 0.033730
55115.500000 -0.010407 0.035924 0.012116 0.016766 -0.011562 0.016120 0.003942 0.022583
55116.500000 -0.050825 0.061863 0.013914 0.032158 -0.011003 0.026447 -0.042989 0.036657
